scene,floor,question,choices,question_formatted,answer,label,source_image
00037-oKFJo8jpzRW,0,Do the mirror in the bedroom and the mirror in the bathroom have the same shape?,"['Yes', 'No', 'Only one mirror is visible', 'Cannot determine']",Do the mirror in the bedroom and the mirror in the bathroom have the same shape? A) Yes B) No C) Only one mirror is visible D) Cannot determine. Answer:,A,Attribute,00037-oKFJo8jpzRW_0.png
00282-8nSVqHLMRwQ,0,Does the surfboard in the room share the same color as the sculpture?,"['Yes', 'No', 'Partly', 'Cannot be determined']",Does the surfboard in the room share the same color as the sculpture? A) Yes B) No C) Partly D) Cannot be determined. Answer:,B,Comparison,00282-8nSVqHLMRwQ_1.png
00421-gamLwhSzHci,0,Is the staircase closer to the entrance than the bookshelf in the house?,"['Yes', 'No', 'They are equally distant', 'Cannot be determined']",Is the staircase closer to the entrance than the bookshelf in the house? A) Yes B) No C) They are equally distant D) Cannot be determined. Answer:,B,Comparison,00421-gamLwhSzHci_0.png
00041-QKfBMSSy7Hy,0,Is the door closer to the chair in the hallway or the living room?,"['Hallway', 'Living Room', 'Equally Close', 'Cannot Determine']",Is the door closer to the chair in the hallway or the living room? A) Hallway B) Living Room C) Equally Close D) Cannot Determine. Answer:,A,Relationship,00041-QKfBMSSy7Hy_0.png
00774-S3YyrKoJ7k6,0,Does the window in the image have curtains?,"['Yes', 'No', 'Only partially', 'Curtains are not visible']",Does the window in the image have curtains? A) Yes B) No C) Only partially D) Curtains are not visible. Answer:,A,Attribute,00774-S3YyrKoJ7k6_1.png
00554-rihBP3nC6p4,0,Is the bed closer to the window in the bedroom compared to the distance between the window and the kitchen counter in the kitchen?,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Is the bed closer to the window in the bedroom compared to the distance between the window and the kitchen counter in the kitchen? A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,A,Comparison,00554-rihBP3nC6p4_1.png
00343-5graSmdK3Bj,0,Is the color of the sofa similar to the chairs?,"['Yes', 'No', 'Only the seat cushions', 'Only the armrests']",Is the color of the sofa similar to the chairs? A) Yes B) No C) Only the seat cushions D) Only the armrests. Answer:,B,Comparison,00343-5graSmdK3Bj_1.png
00694-Lva3QmSMsTr,0,Is the TV larger than the Mirror in the images?,"['Yes', 'No', 'They are the same size', 'Only one is visible']",Is the TV larger than the Mirror in the images? A) Yes B) No C) They are the same size D) Only one is visible. Answer:,B,Comparison,00694-Lva3QmSMsTr_0.png
00195-enfahKs8XHw,0,Does the desk have more chairs around it compared to other desks in the office?,"['Yes', 'No', 'Equal', 'Not visible']",Does the desk have more chairs around it compared to other desks in the office? A) Yes B) No C) Equal D) Not visible. Answer:,A,Comparison,00195-enfahKs8XHw_0.png
00760-5Poh4Qz68hd,0,Does the door share the same color as the wall in the room?,"['Yes', 'No', 'Only partially', 'The door is unpainted']",Does the door share the same color as the wall in the room? A) Yes B) No C) Only partially D) The door is unpainted. Answer:,A,Comparison,00760-5Poh4Qz68hd_1.png
00082-y4YiUQwvWGH,0,Does the door lead to the room with the seats?,"['Yes', 'No', 'Unsure', 'None of the above']",Does the door lead to the room with the seats? A) Yes B) No C) Unsure D) None of the above. Answer:,A,Relationship,00082-y4YiUQwvWGH_1.png
00629-MHYu4LWb6qP,0,Does the kitchen cabinet share the same color as the hallway wall?,"['Yes', 'No', 'Partially', 'Cannot determine']",Does the kitchen cabinet share the same color as the hallway wall? A) Yes B) No C) Partially D) Cannot determine. Answer:,B,Comparison,00629-MHYu4LWb6qP_0.png
00706-YHmAkqgwe2p,0,Does the mirror share the same room as the TV?,"['Yes', 'No', 'They are in adjoining rooms', 'Cannot determine']",Does the mirror share the same room as the TV? A) Yes B) No C) They are in adjoining rooms D) Cannot determine. Answer:,B,Relationship,00706-YHmAkqgwe2p_1.png
00504-frThKkhTwFT,0,Is the bathtub larger than the toilet in the bathroom?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the bathtub larger than the toilet in the bathroom? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00504-frThKkhTwFT_0.png
00895-auFeVz9Go4m,0,Is the door closer to the staircase in the images?,"['Yes', 'No', 'Cannot determine', 'Both are equally distant']",Is the door closer to the staircase in the images? A) Yes B) No C) Cannot determine D) Both are equally distant. Answer:,A,Relationship,00895-auFeVz9Go4m_1.png
00758-HfMobPm86Xn,0,Is the bed in the same room as the wardrobe?,"['Yes', 'No', 'They are in different rooms', 'There is no bed']",Is the bed in the same room as the wardrobe? A) Yes B) No C) They are in different rooms D) There is no bed. Answer:,A,Relationship,00758-HfMobPm86Xn_1.png
00713-kxWk8ZMDE1N,0,Does the mirror face the dining table in the room?,"['Yes', 'No', 'Partially', ""Can't Determine""]",Does the mirror face the dining table in the room? A) Yes B) No C) Partially D) Can't Determine. Answer:,A,Relationship,00713-kxWk8ZMDE1N_1.png
00637-iNpfPhK1sRz,0,Is the kitchen larger than the bedroom?,"['Yes', 'No', 'They are the same size', 'Not enough information']",Is the kitchen larger than the bedroom? A) Yes B) No C) They are the same size D) Not enough information. Answer:,D,Comparison,00637-iNpfPhK1sRz_1.png
00229-cHumXFzhHUR,0,Are the chairs in the room closer to the curtains or the couch in the same room?,"['Curtains', 'Couch', 'Equally distant', 'Unable to determine']",Are the chairs in the room closer to the curtains or the couch in the same room? A) Curtains B) Couch C) Equally distant D) Unable to determine. Answer:,A,Relationship,00229-cHumXFzhHUR_1.png
00890-6s7QHgap2fW,0,Is the kitchen table longer than the crib in the house?,"['Yes', 'No', 'They are the same length', 'Cannot determine']",Is the kitchen table longer than the crib in the house? A) Yes B) No C) They are the same length D) Cannot determine. Answer:,A,Comparison,00890-6s7QHgap2fW_0.png
00157-3PiKdwyfEkX,0,Is the bed in the bedroom longer than the kitchen countertop in the kitchen?,"['Yes', 'No', 'They appear to be the same length', 'Cannot be determined']",Is the bed in the bedroom longer than the kitchen countertop in the kitchen? A) Yes B) No C) They appear to be the same length D) Cannot be determined. Answer:,B,Comparison,00157-3PiKdwyfEkX_0.png
00270-bDTsgcSK5Qr,0,Is the couch in the living room smaller than the bed in the bedroom?,"['Yes', 'No', 'Same size', 'Cannot determine']",Is the couch in the living room smaller than the bed in the bedroom? A) Yes B) No C) Same size D) Cannot determine. Answer:,A,Comparison,00270-bDTsgcSK5Qr_0.png
00426-X9fRPGxw1jS,0,Is the bed in the room closer to the wall with wooden patterns compared to the shelf in the room?,"['Yes', 'No', 'They are equally distant', 'Cannot determine from the image']",Is the bed in the room closer to the wall with wooden patterns compared to the shelf in the room? A) Yes B) No C) They are equally distant D) Cannot determine from the image. Answer:,A,Relationship,00426-X9fRPGxw1jS_0.png
00789-UAByLdpaokx,0,Is the vent closer to the ceiling than the fireplace in the room?,"['Yes', 'No', 'Same distance', 'Cannot determine']",Is the vent closer to the ceiling than the fireplace in the room? A) Yes B) No C) Same distance D) Cannot determine. Answer:,A,Relationship,00789-UAByLdpaokx_1.png
00592-CthA7sQNTPK,0,Is the chair in the study room smaller than the sofa in the living room?,"['Yes', 'No', 'They are the same size', 'Cannot be determined']",Is the chair in the study room smaller than the sofa in the living room? A) Yes B) No C) They are the same size D) Cannot be determined. Answer:,A,Comparison,00592-CthA7sQNTPK_0.png
00300-GcfUJ79xCZc,0,Is the door closer than the toilet in the house?,"['Yes', 'No', 'Equally distant', 'Cannot determine']",Is the door closer than the toilet in the house? A) Yes B) No C) Equally distant D) Cannot determine. Answer:,A,Relationship,00300-GcfUJ79xCZc_0.png
00557-fRZhp6vWGw7,0,Is the chair closer to the desk or the wall in the kitchen?,"['Desk', 'Wall', 'Equidistant', 'Cannot be determined']",Is the chair closer to the desk or the wall in the kitchen? A) Desk B) Wall C) Equidistant D) Cannot be determined. Answer:,A,Relationship,00557-fRZhp6vWGw7_1.png
00868-vd3HHTEpmyA,0,Is the couch larger than the coffee table in the living room?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the couch larger than the coffee table in the living room? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00868-vd3HHTEpmyA_0.png
00105-xWvSkKiWQpC,0,Is the lamp on the table in the room turned on?,"['Yes', 'No', 'The lamp is missing', 'The table is missing']",Is the lamp on the table in the room turned on? A) Yes B) No C) The lamp is missing D) The table is missing. Answer:,A,Attribute,00105-xWvSkKiWQpC_0.png
00458-fFx6oC7EVp7,0,Is the bed in the bedroom closer to the closet than the dining table in the kitchen is to the sink?,"['Yes', 'No', 'They are equidistant', 'Cannot determine from the image']",Is the bed in the bedroom closer to the closet than the dining table in the kitchen is to the sink? A) Yes B) No C) They are equidistant D) Cannot determine from the image. Answer:,A,Relationship,00458-fFx6oC7EVp7_1.png
00641-F8Rw6EWpPRT,0,Is the blue bin closer to the house than the wooden door?,"['Yes', 'No', 'They are the same distance', 'Cannot determine']",Is the blue bin closer to the house than the wooden door? A) Yes B) No C) They are the same distance D) Cannot determine. Answer:,A,Comparison,00641-F8Rw6EWpPRT_1.png
00349-p32JzpQyhPk,0,Is the sofa closer to the TV than the door in the room?,"['Yes', 'No', 'The TV and door are equidistant', 'The sofa is closer to the door']",Is the sofa closer to the TV than the door in the room? A) Yes B) No C) The TV and door are equidistant D) The sofa is closer to the door. Answer:,A,Relationship,00349-p32JzpQyhPk_0.png
00158-YV9M9gZG3YJ,0,Are the couch and the curtains in the living room similar in color?,"['Yes', 'No', 'Only the couch is bright', 'Only the curtains are bright']",Are the couch and the curtains in the living room similar in color? A) Yes B) No C) Only the couch is bright D) Only the curtains are bright. Answer:,A,Attribute,00158-YV9M9gZG3YJ_1.png
00500-fKP4sxcoxpL,0,Does the television share the same room with the plant in the house?,"['Yes', 'No', 'Only in the bedroom', 'Only in the living room']",Does the television share the same room with the plant in the house? A) Yes B) No C) Only in the bedroom D) Only in the living room. Answer:,A,Relationship,00500-fKP4sxcoxpL_1.png
00646-UfhK7KNBg5u,0,Does the plant appear closer to sunlight than the bed?,"['Yes', 'No', 'The same distance', 'Cannot determine']",Does the plant appear closer to sunlight than the bed? A) Yes B) No C) The same distance D) Cannot determine. Answer:,A,Relationship,00646-UfhK7KNBg5u_1.png
00771-8oSQng53cGV,0,Does the staircase appear to have the same color as the door?,"['Yes', 'No', 'They are partially similar', 'Cannot determine']",Does the staircase appear to have the same color as the door? A) Yes B) No C) They are partially similar D) Cannot determine. Answer:,A,Comparison,00771-8oSQng53cGV_0.png
00885-dVW2D7TDctW,0,Does the rug in the main room share the same color as the bed in the bedroom?,"['Yes', 'No', 'Only partially', 'Not visible']",Does the rug in the main room share the same color as the bed in the bedroom? A) Yes B) No C) Only partially D) Not visible. Answer:,B,Attribute,00885-dVW2D7TDctW_0.png
00263-GGBvSFddQgs,0,Is the bed in the bedroom bigger than the sofa in the living room?,"['Yes', 'No', 'Same size', 'Cannot determine']",Is the bed in the bedroom bigger than the sofa in the living room? A) Yes B) No C) Same size D) Cannot determine. Answer:,A,Comparison,00263-GGBvSFddQgs_0.png
00379-58fkJMgLopt,0,Is the door closer to the chair in the living room compared to the chair in the dining room?,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Is the door closer to the chair in the living room compared to the chair in the dining room? A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,A,Relationship,00379-58fkJMgLopt_1.png
00818-rJhMRvNn4DS,0,Is the lamp brighter than the ceiling light in the house?,"['Yes', 'No', 'Both are equally bright', 'It cannot be determined']",Is the lamp brighter than the ceiling light in the house? A) Yes B) No C) Both are equally bright D) It cannot be determined. Answer:,D,Comparison,00818-rJhMRvNn4DS_1.png
00496-eWKqgQbVZow,0,Does the bathtub have the same material finish as the sink in the bathroom?,"['Yes', 'No', 'Only on the edges', 'Only on the surfaces']",Does the bathtub have the same material finish as the sink in the bathroom? A) Yes B) No C) Only on the edges D) Only on the surfaces. Answer:,B,Attribute,00496-eWKqgQbVZow_0.png
00333-LLecyBe5Eq2,0,Is the TV bigger than the fan in the room?,"['Yes', 'No', 'Same size', 'Cannot determine']",Is the TV bigger than the fan in the room? A) Yes B) No C) Same size D) Cannot determine. Answer:,A,Comparison,00333-LLecyBe5Eq2_1.png
00813-svBbv1Pavdk,0,Is the bed closer to the window than the couch in the apartment?,"['Yes', 'No', 'They are equidistant', 'The couch is closer']",Is the bed closer to the window than the couch in the apartment? A) Yes B) No C) They are equidistant D) The couch is closer. Answer:,A,Relationship,00813-svBbv1Pavdk_1.png
00340-GtqoUWABJ11,0,Is the chair in the dining area the same color as the sofa in the living room?,"['Yes', 'No', 'Only partly', 'Cannot tell']",Is the chair in the dining area the same color as the sofa in the living room? A) Yes B) No C) Only partly D) Cannot tell. Answer:,B,Comparison,00340-GtqoUWABJ11_0.png
00438-XvJjCZv6SYp,0,Is the clock larger than the calendar in the house?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the clock larger than the calendar in the house? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00438-XvJjCZv6SYp_1.png
00230-TNx8nti6GNi,0,Is the table in the kitchen surrounded by more chairs than three?,"['Yes, it has more than three chairs.', 'No, it has three chairs.', 'No, it has fewer than three chairs.', 'The number of chairs is unclear from the image.']","Is the table in the kitchen surrounded by more chairs than three? A) Yes, it has more than three chairs. B) No, it has three chairs. C) No, it has fewer than three chairs. D) The number of chairs is unclear from the image.. Answer:",A,Attribute,00230-TNx8nti6GNi_1.png
00570-kyoZhaD9HuW,0,Does the bed share the same color as the painting in the room?,"['Yes', 'No', 'Only partially', 'Not sure']",Does the bed share the same color as the painting in the room? A) Yes B) No C) Only partially D) Not sure. Answer:,B,Comparison,00570-kyoZhaD9HuW_0.png
00427-P3hmFK6Ejnf,0,Is the sofa closer to the TV than the dining table in the living room?,"['Yes', 'No', 'Cannot be determined', 'The sofa and TV are equally far']",Is the sofa closer to the TV than the dining table in the living room? A) Yes B) No C) Cannot be determined D) The sofa and TV are equally far. Answer:,A,Relationship,00427-P3hmFK6Ejnf_1.png
00253-HjxjHvpdeoM,0,Is the bed smaller than the dining table in the house?,"['Yes', 'No', 'They are the same size', 'Cannot be determined']",Is the bed smaller than the dining table in the house? A) Yes B) No C) They are the same size D) Cannot be determined. Answer:,A,Comparison,00253-HjxjHvpdeoM_0.png
00628-tjs8mFdJ7YN,0,Is the lamp on the table in the living room?,"['Yes', 'No', 'The lamp is on the floor', 'The lamp is hanging from the ceiling']",Is the lamp on the table in the living room? A) Yes B) No C) The lamp is on the floor D) The lamp is hanging from the ceiling. Answer:,A,Relationship,00628-tjs8mFdJ7YN_0.png
00134-Mre6deDcPCP,0,Is the television in the living room farther from the door than the ceiling fan in the bedroom?,"['Yes', 'No', 'Same distance', 'Cannot determine']",Is the television in the living room farther from the door than the ceiling fan in the bedroom? A) Yes B) No C) Same distance D) Cannot determine. Answer:,A,Comparison,00134-Mre6deDcPCP_1.png
00403-t3t9ofFLcFU,0,Does the color of the paint cans appear on the display board?,"['Yes', 'No', 'Only some colors', 'Cannot tell']",Does the color of the paint cans appear on the display board? A) Yes B) No C) Only some colors D) Cannot tell. Answer:,A,Attribute,00403-t3t9ofFLcFU_1.png
00052-H1D2FZ8TAv1,0,Is the plant closer to the vase in the living room or the hallway?,"['Living room', 'Hallway', 'Both are equidistant', 'None of the above']",Is the plant closer to the vase in the living room or the hallway? A) Living room B) Hallway C) Both are equidistant D) None of the above. Answer:,A,Relationship,00052-H1D2FZ8TAv1_0.png
00110-ikChNYDHtRf,0,Does the microwave appear to be located directly above the stove in the kitchen?,"['Yes', 'No', 'They are side by side', 'The microwave is below the stove']",Does the microwave appear to be located directly above the stove in the kitchen? A) Yes B) No C) They are side by side D) The microwave is below the stove. Answer:,A,Relationship,00110-ikChNYDHtRf_1.png
00170-S3r45BMWy6H,0,Does the red rug cover a part of the wooden floor in the hallway?,"['Yes', 'No', 'Only partially', 'Not visible']",Does the red rug cover a part of the wooden floor in the hallway? A) Yes B) No C) Only partially D) Not visible. Answer:,A,Relationship,00170-S3r45BMWy6H_1.png
00059-kJxT5qssH4H,0,Is the curtain longer than the window?,"['Yes', 'No', 'They are the same length', 'Not sure']",Is the curtain longer than the window? A) Yes B) No C) They are the same length D) Not sure. Answer:,B,Comparison,00059-kJxT5qssH4H_0.png
00252-kGVKV9k9DCT,0,Does the window have direct access to the terrace?,"['Yes', 'No', 'Not sure', 'Only sometimes']",Does the window have direct access to the terrace? A) Yes B) No C) Not sure D) Only sometimes. Answer:,A,Relationship,00252-kGVKV9k9DCT_0.png
007441S7LAXRdDqK,0,Is the fan in the bedroom located directly above the bed?,"['Yes', 'No', 'Not sure', 'The fan is not in the room']",Is the fan in the bedroom located directly above the bed? A) Yes B) No C) Not sure D) The fan is not in the room. Answer:,A,Relationship,007441S7LAXRdDqK_1.png
00842-hkr2MGpHD6B,0,Is the heater farther from the water heater than the staircase in the basement?,"['Yes', 'No', 'They are equidistant', 'The staircase is closer to the water heater']",Is the heater farther from the water heater than the staircase in the basement? A) Yes B) No C) They are equidistant D) The staircase is closer to the water heater. Answer:,A,Relationship,00842-hkr2MGpHD6B_0.png
00198-eZrc5fLTCmi,0,Is the material of the chairs the same as the table in the dining area?,"['Yes', 'No', 'Only for some chairs', 'Cannot be determined']",Is the material of the chairs the same as the table in the dining area? A) Yes B) No C) Only for some chairs D) Cannot be determined. Answer:,B,Attribute,00198-eZrc5fLTCmi_0.png
00280-FgswoxWb3uN,0,Is the fireplace closer to the floor than the stairs in the house?,"['Yes', 'No', 'Equal', 'Not determinable']",Is the fireplace closer to the floor than the stairs in the house? A) Yes B) No C) Equal D) Not determinable. Answer:,A,Comparison,00280-FgswoxWb3uN_0.png
00775-3z5dc2yzyCb,0,Is the ceiling fan in the living room closer to the floor than the microwave in the kitchen?,"['Yes', 'No', 'Equal', 'Cannot determine']",Is the ceiling fan in the living room closer to the floor than the microwave in the kitchen? A) Yes B) No C) Equal D) Cannot determine. Answer:,B,Comparison,00775-3z5dc2yzyCb_0.png
00715-kjUg7BaQF1C,0,Is the fan closer to the window in the room?,"['Yes', 'No', 'The same distance', 'Cannot determine']",Is the fan closer to the window in the room? A) Yes B) No C) The same distance D) Cannot determine. Answer:,A,Relationship,00715-kjUg7BaQF1C_0.png
00839-zt1RVoi7PcG,0,Is the recliner chair in the office smaller than the sofa in the bedroom?,"['Yes', 'No', 'They are the same size', 'Cannot be determined']",Is the recliner chair in the office smaller than the sofa in the bedroom? A) Yes B) No C) They are the same size D) Cannot be determined. Answer:,A,Comparison,00839-zt1RVoi7PcG_0.png
00025-ixTj1aTMup2,0,Is the bathtub larger than the toilet?,"['Yes', 'No', 'They are the same size', 'Not enough information']",Is the bathtub larger than the toilet? A) Yes B) No C) They are the same size D) Not enough information. Answer:,A,Comparison,00025-ixTj1aTMup2_1.png
00838-kJJyRFXVpx2,0,Is the sofa closer to the windows than the dining table in the living space?,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Is the sofa closer to the windows than the dining table in the living space? A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,A,Comparison,00838-kJJyRFXVpx2_0.png
00881-u1bkiGRVyu9,0,Is the TV wider than the Painting in the room?,"['Yes', 'No', 'They are the same width', 'Cannot be determined']",Is the TV wider than the Painting in the room? A) Yes B) No C) They are the same width D) Cannot be determined. Answer:,A,Comparison,00881-u1bkiGRVyu9_0.png
00702-wCqnXzoru3X,0,Does the window show more reflection than the mirror in the room?,"['Yes', 'No', 'Both show the same amount', 'Only the mirror reflects']",Does the window show more reflection than the mirror in the room? A) Yes B) No C) Both show the same amount D) Only the mirror reflects. Answer:,B,Comparison,00702-wCqnXzoru3X_1.png
00392-M8PMwoYQTUV,0,Is the door closer to the floor than the window in the house?,"['Yes', 'No', 'Both are at the same level', 'Cannot determine']",Is the door closer to the floor than the window in the house? A) Yes B) No C) Both are at the same level D) Cannot determine. Answer:,A,Comparison,00392-M8PMwoYQTUV_0.png
00545-C2hbxeJWmvX,0,Is the staircase closer to the entrance of the house than the sofa?,"['Yes', 'No', 'They are equidistant', 'It cannot be determined']",Is the staircase closer to the entrance of the house than the sofa? A) Yes B) No C) They are equidistant D) It cannot be determined. Answer:,A,Relationship,00545-C2hbxeJWmvX_0.png
00588-YWy9hV7RfQB,0,Is the oven taller than the microwave in the kitchen?,"['Yes', 'No', 'Same height', 'Cannot be determined']",Is the oven taller than the microwave in the kitchen? A) Yes B) No C) Same height D) Cannot be determined. Answer:,A,Comparison,00588-YWy9hV7RfQB_0.png
00797-99ML7CGPqsQ,0,Are there more doors than windows in the images?,"['Yes', 'No', 'They are equal', 'Cannot determine']",Are there more doors than windows in the images? A) Yes B) No C) They are equal D) Cannot determine. Answer:,B,Comparison,00797-99ML7CGPqsQ_1.png
00106-ZVScmfktNQ1,0,Is the bed smaller than the crib in the room with striped curtains?,"['Yes', 'No', 'They are the same size', 'Cannot determine from the image']",Is the bed smaller than the crib in the room with striped curtains? A) Yes B) No C) They are the same size D) Cannot determine from the image. Answer:,A,Comparison,00106-ZVScmfktNQ1_0.png
00552-eip6PNoeCPr,0,Does the painting have the same size as the mirror in the house?,"['Yes', 'No', 'Cannot tell', 'They are identical']",Does the painting have the same size as the mirror in the house? A) Yes B) No C) Cannot tell D) They are identical. Answer:,B,Comparison,00552-eip6PNoeCPr_1.png
00245-741Fdj7NLF9,0,Does the mirror reflect more light than the cabinet does in the room?,"['Yes', 'No', 'They reflect the same amount of light', 'Unable to determine']",Does the mirror reflect more light than the cabinet does in the room? A) Yes B) No C) They reflect the same amount of light D) Unable to determine. Answer:,A,Attribute,00245-741Fdj7NLF9_1.png
00513-9oGV6Y9nNqB,0,Is the door closer to the bookshelf than the sofa in the room?,"['Yes', 'No', 'Same distance', 'Cannot determine']",Is the door closer to the bookshelf than the sofa in the room? A) Yes B) No C) Same distance D) Cannot determine. Answer:,B,Relationship,00513-9oGV6Y9nNqB_0.png
00636-FXuXGH9YQTW,0,Does the kitchen sink have a similar design as the bathroom sink?,"['Yes, they are identical', 'Yes, but they are slightly different', 'No, they are entirely different', 'The design cannot be determined']","Does the kitchen sink have a similar design as the bathroom sink? A) Yes, they are identical B) Yes, but they are slightly different C) No, they are entirely different D) The design cannot be determined. Answer:",B,Comparison,00636-FXuXGH9YQTW_0.png
00673-WpAGGyZFqQj,0,Are the sofa and curtains in the living room the same color?,"['Yes', 'No', 'Partially', 'Cannot Determine']",Are the sofa and curtains in the living room the same color? A) Yes B) No C) Partially D) Cannot Determine. Answer:,B,Attribute,00673-WpAGGyZFqQj_1.png
00643-ggNAcMh8JPT,0,Is the television closer to the couch or to the staircase in the living room?,"['Closer to the couch', 'Closer to the staircase', 'Equally distant from both', 'None of the above']",Is the television closer to the couch or to the staircase in the living room? A) Closer to the couch B) Closer to the staircase C) Equally distant from both D) None of the above. Answer:,A,Relationship,00643-ggNAcMh8JPT_0.png
00617-AENiMBDjVFb,0,Does the dining table in the dining area share the same color as the work desk in the bedroom?,"['Yes', 'No', 'Only the legs', 'Only the surfaces']",Does the dining table in the dining area share the same color as the work desk in the bedroom? A) Yes B) No C) Only the legs D) Only the surfaces. Answer:,B,Attribute,00617-AENiMBDjVFb_1.png
00166-RaYrxWt5pR1,0,Is the mirror larger than the painting in the room?,"['Yes', 'No', 'Both are the same size', 'Cannot determine']",Is the mirror larger than the painting in the room? A) Yes B) No C) Both are the same size D) Cannot determine. Answer:,B,Comparison,00166-RaYrxWt5pR1_0.png
00361-uXU4dVyyvWa,0,Is the door closer to the table than to the bunk bed?,"['Yes', 'No', 'They are equidistant', 'Cannot be determined']",Is the door closer to the table than to the bunk bed? A) Yes B) No C) They are equidistant D) Cannot be determined. Answer:,B,Relationship,00361-uXU4dVyyvWa_0.png
00314-NwG7cpZnRZb,0,Is the sofa in the living room closer to a window than the stove in the kitchen?,"['Yes', 'No', 'Both are equidistant', 'Not enough information']",Is the sofa in the living room closer to a window than the stove in the kitchen? A) Yes B) No C) Both are equidistant D) Not enough information. Answer:,A,Relationship,00314-NwG7cpZnRZb_0.png
00299-bdp1XNEdvmW,0,Is the thermostat located closer to the wall corner than the light switch in the house?,"['Yes', 'No', 'Both are equidistant', 'Cannot be determined']",Is the thermostat located closer to the wall corner than the light switch in the house? A) Yes B) No C) Both are equidistant D) Cannot be determined. Answer:,A,Relationship,00299-bdp1XNEdvmW_1.png
00390-c9DeZf2fcDf,0,Does the curtain share the same pattern as the bed sheet in the bedroom?,"['Yes', 'No', 'Only partially', 'Not visible']",Does the curtain share the same pattern as the bed sheet in the bedroom? A) Yes B) No C) Only partially D) Not visible. Answer:,A,Attribute,00390-c9DeZf2fcDf_0.png
00694-Lva3QmSMsTr,0,Does the sofa in the living room share the same color as the bed in the bedroom?,"['Yes', 'No', 'Cannot determine', 'They are identical objects']",Does the sofa in the living room share the same color as the bed in the bedroom? A) Yes B) No C) Cannot determine D) They are identical objects. Answer:,A,Comparison,00694-Lva3QmSMsTr_1.png
00732-Z2DQddYp1fn,0,Is the toilet in the same room as the door?,"['Yes', 'No', 'Only sometimes', 'Cannot determine']",Is the toilet in the same room as the door? A) Yes B) No C) Only sometimes D) Cannot determine. Answer:,B,Relationship,00732-Z2DQddYp1fn_1.png
00144-7CXbc73tDRf,0,Is the bed larger than the television?,"['Yes', 'No', 'Cannot be determined', 'They are the same size']",Is the bed larger than the television? A) Yes B) No C) Cannot be determined D) They are the same size. Answer:,B,Comparison,00144-7CXbc73tDRf_1.png
00899-58NLZxWBSpk,0,Is the sink closer to the window than the refrigerator in the kitchen?,"['Yes', 'No', 'They are equidistant', 'The refrigerator is closer']",Is the sink closer to the window than the refrigerator in the kitchen? A) Yes B) No C) They are equidistant D) The refrigerator is closer. Answer:,A,Relationship,00899-58NLZxWBSpk_0.png
00242-JHHVv6QZJMm,0,Does the treadmill face the same direction as the television in the room?,"['Yes', 'No', 'They face opposite directions', 'They are side by side']",Does the treadmill face the same direction as the television in the room? A) Yes B) No C) They face opposite directions D) They are side by side. Answer:,B,Relationship,00242-JHHVv6QZJMm_1.png
00665-NBuk4gePdJm,0,Are the windows closer to the tables in the dining area?,"['Yes', 'No', 'Sometimes', 'Cannot tell']",Are the windows closer to the tables in the dining area? A) Yes B) No C) Sometimes D) Cannot tell. Answer:,A,Relationship,00665-NBuk4gePdJm_0.png
00123-C3ifY177Ldq,0,Is the lamp closer to the cabinet in the living room or in the bedroom?,"['Living room', 'Bedroom', 'Equally close', 'Not present in either room']",Is the lamp closer to the cabinet in the living room or in the bedroom? A) Living room B) Bedroom C) Equally close D) Not present in either room. Answer:,A,Relationship,00123-C3ifY177Ldq_0.png
00109-GTV2Y73Sn5t,0,Is the door closer to the tile wall than it is to the entrance area?,"['Yes', 'No', 'Both are equidistant', 'Cannot determine']",Is the door closer to the tile wall than it is to the entrance area? A) Yes B) No C) Both are equidistant D) Cannot determine. Answer:,B,Relationship,00109-GTV2Y73Sn5t_0.png
00513-9oGV6Y9nNqB,0,Is the door wider than the window in the house?,"['Yes', 'No', 'They are the same width', 'Not enough information']",Is the door wider than the window in the house? A) Yes B) No C) They are the same width D) Not enough information. Answer:,B,Comparison,00513-9oGV6Y9nNqB_1.png
00680-YmWinf3mhb5,0,Does the lamp in the kitchen have the same light color as the chandelier in the living room?,"['Yes', 'No', 'Only the lamp emits light', 'Only the chandelier emits light']",Does the lamp in the kitchen have the same light color as the chandelier in the living room? A) Yes B) No C) Only the lamp emits light D) Only the chandelier emits light. Answer:,A,Comparison,00680-YmWinf3mhb5_0.png
00096-6HRFAUDqpTb,0,Does the bookshelf contain more picture frames than the walls in the room with the couch?,"['Yes', 'No', 'They have an equal number', 'Not enough information to decide']",Does the bookshelf contain more picture frames than the walls in the room with the couch? A) Yes B) No C) They have an equal number D) Not enough information to decide. Answer:,B,Relationship,00096-6HRFAUDqpTb_1.png
