scene,floor,question,choices,question_formatted,answer,label,source_image
00119-k17yptqNRAn,0,Is the refrigerator in the kitchen farther from the wall than the fireplace in the living room?,"['Yes', 'No', 'They are equal', 'Cannot determine']",Is the refrigerator in the kitchen farther from the wall than the fireplace in the living room? A) Yes B) No C) They are equal D) Cannot determine. Answer:,B,Comparison,00119-k17yptqNRAn_1.png
00598-mt9H8KcxRKD,0,Does the door appear closer to the mirror in the corridor or in the office?,"['Corridor', 'Office', 'Both equally', 'Neither has a mirror']",Does the door appear closer to the mirror in the corridor or in the office? A) Corridor B) Office C) Both equally D) Neither has a mirror. Answer:,A,Relationship,00598-mt9H8KcxRKD_1.png
00003-NtVbfPCkBFy,0,Is the ceiling height in the kitchen greater than the ceiling height in the living room?,"['Yes', 'No', 'The ceiling heights are equal', 'Cannot determine']",Is the ceiling height in the kitchen greater than the ceiling height in the living room? A) Yes B) No C) The ceiling heights are equal D) Cannot determine. Answer:,B,Comparison,00003-NtVbfPCkBFy_0.png
00615-PUNuHY5M7MS,0,Is the refrigerator in the kitchen bigger than the oven?,"['Yes', 'No', 'They are the same size', 'Only the oven is visible']",Is the refrigerator in the kitchen bigger than the oven? A) Yes B) No C) They are the same size D) Only the oven is visible. Answer:,A,Comparison,00615-PUNuHY5M7MS_1.png
00703-xvDx98avcwd,0,Is the staircase closer to the fireplace in the house?,"['Yes', 'No', 'Equal distance', 'Not applicable']",Is the staircase closer to the fireplace in the house? A) Yes B) No C) Equal distance D) Not applicable. Answer:,B,Relationship,00703-xvDx98avcwd_1.png
00395-giViJCyCH2C,0,Is the bed larger than the chair in the house?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the bed larger than the chair in the house? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00395-giViJCyCH2C_0.png
00025-ixTj1aTMup2,1,How many books are in the study?,"['1', '2', '3', '4']",How many books are in the study? A) 1 B) 2 C) 3 D) 4. Answer:,A,Counting,
00001-UVdNNRcVyV1,1,How many chairs and tables are in the dining area?,"['9', '7', '8', '10']",How many chairs and tables are in the dining area? A) 9 B) 7 C) 8 D) 10. Answer:,A,Counting,
00002-FxCkHAfgh7A,1,How many chairs and tables are in the dining area?,"['10 and 5', '8 and 6', '9 and 7', '12 and 4']",How many chairs and tables are in the dining area? A) 10 and 5 B) 8 and 6 C) 9 and 7 D) 12 and 4. Answer:,A,Counting,
00064-gQgtJ9Stk5s,1,How many appliances are in the kitchen and the living room?,"['1', '2', '3', '0']",How many appliances are in the kitchen and the living room? A) 1 B) 2 C) 3 D) 0. Answer:,A,Counting,
00060-TgWKHxhJAng,2,How many blinds are in the living room and the bedroom?,"['2', '1', '3', '4']",How many blinds are in the living room and the bedroom? A) 2 B) 1 C) 3 D) 4. Answer:,A,Counting,
00202-yVbpFay8gTU,1,How many beds are in the bedroom and the living room?,"['7', '6', '5', '4']",How many beds are in the bedroom and the living room? A) 7 B) 6 C) 5 D) 4. Answer:,A,Counting,
00378-DqJKU7YU7dA,1,How many pillows and curtains are in the living room?,"['2 pillows and 3 curtains', '3 pillows and 2 curtains', '4 pillows and 3 curtains', '5 pillows and 5 curtains']",How many pillows and curtains are in the living room? A) 2 pillows and 3 curtains B) 3 pillows and 2 curtains C) 4 pillows and 3 curtains D) 5 pillows and 5 curtains. Answer:,A,Counting,
00476-NtnvZSMK3en,2,How many toys are in the playroom?,"['3', '5', '7', '2']",How many toys are in the playroom? A) 3 B) 5 C) 7 D) 2. Answer:,A,Counting,
00167-yogvKWUrdnw,1,How many lamps are in the living room?,"['1', '2', '3', '4']",How many lamps are in the living room? A) 1 B) 2 C) 3 D) 4. Answer:,A,Counting,
00263-GGBvSFddQgs,2,How many pillows are in the living room?,"['10', '8', '12', '9']",How many pillows are in the living room? A) 10 B) 8 C) 12 D) 9. Answer:,D,Counting,
00470-udze1CSof5C,1,How many pictures are in the living room?,"['2', '4', '3', '1']",How many pictures are in the living room? A) 2 B) 4 C) 3 D) 1. Answer:,A,Counting,
00143-5Kw4nGdqYtS,2,How many pictures are in the living room?,"['2', '3', '4', '1']",How many pictures are in the living room? A) 2 B) 3 C) 4 D) 1. Answer:,B,Counting,
00366-fxbzYAGkrtm,1,How many beds are in the bedroom?,"['1', '2', '0', '5']",How many beds are in the bedroom? A) 1 B) 2 C) 0 D) 5. Answer:,A,Counting,
00256-92vYG1q49FY,1,How many pictures are in the living room?,"['3', '5', '6', '7']",How many pictures are in the living room? A) 3 B) 5 C) 6 D) 7. Answer:,C,Counting,
00263-GGBvSFddQgs,2,How many pillows are in the living room?,"['3', '4', '2', '5']",How many pillows are in the living room? A) 3 B) 4 C) 2 D) 5. Answer:,A,Counting,
00388-pcpn6mFqFCg,1,How many pictures are in the living room?,"['55', '65', '75', '45']",How many pictures are in the living room? A) 55 B) 65 C) 75 D) 45. Answer:,B,Counting,
00388-pcpn6mFqFCg,1,How many bags and boxes are in the garage?,"['3', '4', '5', '6']",How many bags and boxes are in the garage? A) 3 B) 4 C) 5 D) 6. Answer:,B,Counting,
00463-URjpCob8MGw,2,How many pillows and windows are in the living room?,"['3', '4', '5', '6']",How many pillows and windows are in the living room? A) 3 B) 4 C) 5 D) 6. Answer:,C,Counting,
00009-vLpv2VX547B,2,How many toys are in the playroom?,"['7', '5', '6', '8']",How many toys are in the playroom? A) 7 B) 5 C) 6 D) 8. Answer:,A,Counting,
00475-g7hUFVNac26,1,How many bags and shoes are in the closet?,"['4 bags and 5 shoes', '5 bags and 3 shoes', '2 bags and 4 shoes', '3 bags and 6 shoes']",How many bags and shoes are in the closet? A) 4 bags and 5 shoes B) 5 bags and 3 shoes C) 2 bags and 4 shoes D) 3 bags and 6 shoes. Answer:,D,Counting,
00166-RaYrxWt5pR1,1,How many chairs and tables are in the dining area?,"['3', '4', '5', '6']",How many chairs and tables are in the dining area? A) 3 B) 4 C) 5 D) 6. Answer:,B,Counting,
00081-5biL7VEkByM,1,How many books are in the study and the desk?,"['6', '8', '10', '5']",How many books are in the study and the desk? A) 6 B) 8 C) 10 D) 5. Answer:,B,Counting,
00214-WeyCwVzL53K,2,How many windows are in the living room?,"['8', '6', '5', '10']",How many windows are in the living room? A) 8 B) 6 C) 5 D) 10. Answer:,A,Counting,
00268-mHJxL9jnCox,1,How many tables and chairs are in the dining area?,"['5', '6', '7', '8']",How many tables and chairs are in the dining area? A) 5 B) 6 C) 7 D) 8. Answer:,C,Counting,
00018-as8Y8AYx6yW,1,How many chairs and tables are in the dining area?,"['12', '10', '15', '8']",How many chairs and tables are in the dining area? A) 12 B) 10 C) 15 D) 8. Answer:,B,Counting,
00422-8wJuSPJ9FXG,1,How many doors are in the living room and the kitchen?,"['2', '3', '1', '4']",How many doors are in the living room and the kitchen? A) 2 B) 3 C) 1 D) 4. Answer:,A,Counting,
00254-YMNvYDhK8mB,1,How many cabinets are in the kitchen?,"['38', '40', '36', '30']",How many cabinets are in the kitchen? A) 38 B) 40 C) 36 D) 30. Answer:,A,Counting,
00241-h6nwVLpAKQz,1,How many cabinets are in the kitchen?,"['3', '2', '4', '1']",How many cabinets are in the kitchen? A) 3 B) 2 C) 4 D) 1. Answer:,B,Counting,
00179-MVVzj944atG,1,How many doors are in the kitchen and the living room?,"['3', '5', '4', '6']",How many doors are in the kitchen and the living room? A) 3 B) 5 C) 4 D) 6. Answer:,A,Counting,
00256-92vYG1q49FY,1,How many pictures are in the living room?,"['40', '35', '50', '60']",How many pictures are in the living room? A) 40 B) 35 C) 50 D) 60. Answer:,A,Counting,
00444-sX9xad6ULKc,1,How many sinks are in the kitchen?,"['5', '3', '4', '2']",How many sinks are in the kitchen? A) 5 B) 3 C) 4 D) 2. Answer:,A,Counting,
00256-92vYG1q49FY,1,How many books are in the study and the desk?,"['5', '3', '6', '2']",How many books are in the study and the desk? A) 5 B) 3 C) 6 D) 2. Answer:,C,Counting,
00294-PPTLa8SkUfo,1,How many ovens are in the kitchen?,"['1', '2', '3', '4']",How many ovens are in the kitchen? A) 1 B) 2 C) 3 D) 4. Answer:,A,Counting,
00397-ZNanfzgCdm3,2,How many chairs are in the dining room?,"['1', '2', '3', '4']",How many chairs are in the dining room? A) 1 B) 2 C) 3 D) 4. Answer:,A,Counting,
00226-8mXffaQTtmP,1,How many lamps are in the living room?,"['5', '3', '4', '2']",How many lamps are in the living room? A) 5 B) 3 C) 4 D) 2. Answer:,B,Counting,
00250-U3oQjwTuMX8,1,How many chairs and tables are in the dining area?,"['1 chair and 2 tables', '2 chairs and 1 table', '2 chairs and 2 tables', '1 chair and 1 table']",How many chairs and tables are in the dining area? A) 1 chair and 2 tables B) 2 chairs and 1 table C) 2 chairs and 2 tables D) 1 chair and 1 table. Answer:,B,Counting,
000571UnKg1rAb8A,1,How many pillows are in the living room and the guest bedroom?,"['2', '3', '4', '5']",How many pillows are in the living room and the guest bedroom? A) 2 B) 3 C) 4 D) 5. Answer:,B,Counting,
00444-sX9xad6ULKc,1,How many cabinets are in the kitchen?,"['1', '2', '3', '4']",How many cabinets are in the kitchen? A) 1 B) 2 C) 3 D) 4. Answer:,B,Counting,
00203-VoVGtfYrpuQ,1,How many clothes are in the closet?,"['1', '3', '2', '4']",How many clothes are in the closet? A) 1 B) 3 C) 2 D) 4. Answer:,B,Counting,
00263-GGBvSFddQgs,1,How many chairs and doors are in the living room?,"['5', '6', '4', '3']",How many chairs and doors are in the living room? A) 5 B) 6 C) 4 D) 3. Answer:,A,Counting,
00173-qZ4B7U6XE5Y,1,How many candles and jars are in the living room?,"['2 candles and 1 jar', '1 candle and 2 jars', '3 candles and 2 jars', '1 candle and 1 jar']",How many candles and jars are in the living room? A) 2 candles and 1 jar B) 1 candle and 2 jars C) 3 candles and 2 jars D) 1 candle and 1 jar. Answer:,A,Counting,
00022-gmuS7Wgsbrx,2,How many doors and windows are in the living room?,"['1 door and 1 window', '2 doors and 2 windows', '3 doors and 1 window', '1 door and 2 windows']",How many doors and windows are in the living room? A) 1 door and 1 window B) 2 doors and 2 windows C) 3 doors and 1 window D) 1 door and 2 windows. Answer:,D,Counting,
00327-xgLmjqzoAzF,1,How many shoes and clothes are in the closet?,"['3 shoes and 2 clothes', '2 shoes and 3 clothes', '1 shoe and 4 clothes', '4 shoes and 1 clothes']",How many shoes and clothes are in the closet? A) 3 shoes and 2 clothes B) 2 shoes and 3 clothes C) 1 shoe and 4 clothes D) 4 shoes and 1 clothes. Answer:,B,Counting,
00217-qz3829g1Lzf,2,How many windows are in the living room?,"['5', '9', '7', '10']",How many windows are in the living room? A) 5 B) 9 C) 7 D) 10. Answer:,B,Counting,
00294-PPTLa8SkUfo,1,How many rugs are in the living room?,"['1', '2', '3', '0']",How many rugs are in the living room? A) 1 B) 2 C) 3 D) 0. Answer:,A,Counting,
00156-iQPq34e8hJX,1,How many tables are in the dining area?,"['10', '7', '15', '12']",How many tables are in the dining area? A) 10 B) 7 C) 15 D) 12. Answer:,B,Counting,
00380-fdfRpE6Cfsr,1,How many chairs and doors are in the living room?,"['8 and 5', '7 and 6', '5 and 9', '6 and 7']",How many chairs and doors are in the living room? A) 8 and 5 B) 7 and 6 C) 5 and 9 D) 6 and 7. Answer:,A,Counting,
00515-krsjseyn6fd,1,How many pillows and chairs are in the living room?,"['6', '8', '10', '12']",How many pillows and chairs are in the living room? A) 6 B) 8 C) 10 D) 12. Answer:,C,Counting,
00404-QN2dRqwd84J,1,How many pillows and curtains are in the living room?,"['3 pillows and 2 curtains', '4 pillows and 1 curtain', '5 pillows and 3 curtains', '6 pillows and 2 curtains']",How many pillows and curtains are in the living room? A) 3 pillows and 2 curtains B) 4 pillows and 1 curtain C) 5 pillows and 3 curtains D) 6 pillows and 2 curtains. Answer:,B,Counting,
00033-oPj9qMxrDEa,1,How many cabinets are in the kitchen?,"['10', '12', '8', '15']",How many cabinets are in the kitchen? A) 10 B) 12 C) 8 D) 15. Answer:,A,Counting,
00109-GTV2Y73Sn5t,1,How many cabinets are in the kitchen?,"['10', '15', '20', '5']",How many cabinets are in the kitchen? A) 10 B) 15 C) 20 D) 5. Answer:,B,Counting,
00023-zepmXAdrpjR,1,How many chairs are in the living room?,"['10', '14', '12', '8']",How many chairs are in the living room? A) 10 B) 14 C) 12 D) 8. Answer:,B,Counting,
00168-bHKTDQFJxTw,1,How many bottles and chairs are in the dining area?,"['10', '12', '8', '11']",How many bottles and chairs are in the dining area? A) 10 B) 12 C) 8 D) 11. Answer:,B,Counting,
00372-GMwtBqNLGBs,1,How many chairs and tables are in the dining area?,"['14 and 9', '10 and 12', '8 and 11', '5 and 15']",How many chairs and tables are in the dining area? A) 14 and 9 B) 10 and 12 C) 8 and 11 D) 5 and 15. Answer:,A,Counting,
00238-j6fHrce9pHR,2,How many lamps are in the living room and dining room?,"['3', '4', '5', '6']",How many lamps are in the living room and dining room? A) 3 B) 4 C) 5 D) 6. Answer:,A,Counting,
00378-DqJKU7YU7dA,1,How many lamps are in the living room?,"['5', '7', '3', '6']",How many lamps are in the living room? A) 5 B) 7 C) 3 D) 6. Answer:,B,Counting,
00241-h6nwVLpAKQz,1,How many beam and cabinet are in the kitchen?,"['1', '2', '3', '4']",How many beam and cabinet are in the kitchen? A) 1 B) 2 C) 3 D) 4. Answer:,C,Counting,
00422-8wJuSPJ9FXG,2,How many mirrors are in the bathroom?,"['1', '2', '3', '4']",How many mirrors are in the bathroom? A) 1 B) 2 C) 3 D) 4. Answer:,A,Counting,
00183-kEL17iFsVbw,1,How many windows are in the living room and the kitchen?,"['4', '5', '3', '6']",How many windows are in the living room and the kitchen? A) 4 B) 5 C) 3 D) 6. Answer:,B,Counting,
00251-wsAYBFtQaL7,1,How many pictures are in the living room?,"['2', '3', '1', '4']",How many pictures are in the living room? A) 2 B) 3 C) 1 D) 4. Answer:,A,Counting,
00466-xAHnY3QzFUN,1,How many chairs and tables are in the dining area?,"['5', '3', '4', '2']",How many chairs and tables are in the dining area? A) 5 B) 3 C) 4 D) 2. Answer:,A,Counting,
00251-wsAYBFtQaL7,1,How many kitchen cabinets are in the kitchen?,"['3', '4', '5', '2']",How many kitchen cabinets are in the kitchen? A) 3 B) 4 C) 5 D) 2. Answer:,A,Counting,
00409-rxGLNxH6eoJ,1,How many chairs are in the living room?,"['20', '15', '25', '10']",How many chairs are in the living room? A) 20 B) 15 C) 25 D) 10. Answer:,A,Counting,
00513-9oGV6Y9nNqB,1,How many sofas are in the living room?,"['3', '4', '5', '2']",How many sofas are in the living room? A) 3 B) 4 C) 5 D) 2. Answer:,A,Counting,
00142-DwDDvGo9QdA,1,How many chairs and tables are in the dining area?,"['15 chairs and 20 tables', '20 chairs and 25 tables', '25 chairs and 15 tables', '15 chairs and 10 tables']",How many chairs and tables are in the dining area? A) 15 chairs and 20 tables B) 20 chairs and 25 tables C) 25 chairs and 15 tables D) 15 chairs and 10 tables. Answer:,B,Counting,
00407-NPHxDe6VeCc,1,How many pillows and books are in the living room?,"['2 and 3', '3 and 4', '4 and 2', '5 and 6']",How many pillows and books are in the living room? A) 2 and 3 B) 3 and 4 C) 4 and 2 D) 5 and 6. Answer:,A,Counting,
00250-U3oQjwTuMX8,1,How many cabinets are in the kitchen and the living room?,"['2', '3', '4', '1']",How many cabinets are in the kitchen and the living room? A) 2 B) 3 C) 4 D) 1. Answer:,A,Counting,
00417-nGhNxKrgBPb,1,How many lamps are in the living room and the bedroom?,"['2', '1', '3', '4']",How many lamps are in the living room and the bedroom? A) 2 B) 1 C) 3 D) 4. Answer:,A,Counting,
00326-u9rPN5cHWBg,1,How many chairs and tables are in the dining area?,"['3 chairs and 2 tables', '2 chairs and 1 table', '4 chairs and 3 tables', '5 chairs and 1 table']",How many chairs and tables are in the dining area? A) 3 chairs and 2 tables B) 2 chairs and 1 table C) 4 chairs and 3 tables D) 5 chairs and 1 table. Answer:,B,Counting,
00207-FRQ75PjD278,2,How many books are in the study?,"['8', '10', '7', '9']",How many books are in the study? A) 8 B) 10 C) 7 D) 9. Answer:,B,Counting,
00491-Ty7djLDxQu3,1,How many beds are in the bedroom?,"['2', '3', '1', '4']",How many beds are in the bedroom? A) 2 B) 3 C) 1 D) 4. Answer:,A,Counting,
00159-DfUQLukPMPc,1,How many chairs are in the living room?,"['10', '8', '12', '15']",How many chairs are in the living room? A) 10 B) 8 C) 12 D) 15. Answer:,A,Counting,
00313-PE6kVEtrxtj,1,How many shower walls are in the bathroom?,"['1', '2', '3', '0']",How many shower walls are in the bathroom? A) 1 B) 2 C) 3 D) 0. Answer:,A,Counting,
00495-CQWES1bawee,1,How many flowers are in the garden?,"['3', '4', '5', '2']",How many flowers are in the garden? A) 3 B) 4 C) 5 D) 2. Answer:,A,Counting,
00390-c9DeZf2fcDf,1,How many sofas are in the living room and dining room?,"['3', '4', '5', '2']",How many sofas are in the living room and dining room? A) 3 B) 4 C) 5 D) 2. Answer:,B,Counting,
00166-RaYrxWt5pR1,1,How many pillows are in the living room and the guest bedroom?,"['3', '4', '5', '6']",How many pillows are in the living room and the guest bedroom? A) 3 B) 4 C) 5 D) 6. Answer:,B,Counting,
00487-erXNfWVjqZ8,1,How many cans are in the kitchen and the pantry?,"['17', '18', '15', '20']",How many cans are in the kitchen and the pantry? A) 17 B) 18 C) 15 D) 20. Answer:,A,Counting,
00495-CQWES1bawee,1,How many jars are in the kitchen and the pantry?,"['1', '2', '3', '4']",How many jars are in the kitchen and the pantry? A) 1 B) 2 C) 3 D) 4. Answer:,B,Counting,
00076-fJ1GEE6PdHD,1,How many doors are in the living room and the kitchen?,"['6', '5', '4', '3']",How many doors are in the living room and the kitchen? A) 6 B) 5 C) 4 D) 3. Answer:,A,Counting,
00384-ceJTwFNjqCt,1,How many keyboards and chairs are in the office area?,"['5 keyboards and 7 chairs', '4 keyboards and 10 chairs', '3 keyboards and 8 chairs', '5 keyboards and 6 chairs']",How many keyboards and chairs are in the office area? A) 5 keyboards and 7 chairs B) 4 keyboards and 10 chairs C) 3 keyboards and 8 chairs D) 5 keyboards and 6 chairs. Answer:,A,Counting,
00250-U3oQjwTuMX8,1,How many chairs are in the living room?,"['1', '2', '3', '4']",How many chairs are in the living room? A) 1 B) 2 C) 3 D) 4. Answer:,A,Counting,
00173-qZ4B7U6XE5Y,1,How many bottles are in the kitchen and the living room?,"['3', '2', '4', '1']",How many bottles are in the kitchen and the living room? A) 3 B) 2 C) 4 D) 1. Answer:,B,Counting,
00123-C3ifY177Ldq,1,How many tables and chairs are in the dining area?,"['3 tables and 5 chairs', '2 tables and 6 chairs', '1 table and 4 chairs', '3 tables and 6 chairs']",How many tables and chairs are in the dining area? A) 3 tables and 5 chairs B) 2 tables and 6 chairs C) 1 table and 4 chairs D) 3 tables and 6 chairs. Answer:,D,Counting,
00269-JNiWU5TZLtt,1,How many chairs and lamps are in the living room?,"['6 and 5', '4 and 3', '5 and 4', '7 and 6']",How many chairs and lamps are in the living room? A) 6 and 5 B) 4 and 3 C) 5 and 4 D) 7 and 6. Answer:,B,Counting,
00508-4vwGX7U38Ux,1,How many books are in the study?,"['5', '6', '7', '8']",How many books are in the study? A) 5 B) 6 C) 7 D) 8. Answer:,B,Counting,
00009-vLpv2VX547B,2,How many lamps are in the living room?,"['1', '2', '3', '0']",How many lamps are in the living room? A) 1 B) 2 C) 3 D) 0. Answer:,A,Counting,
00306-Y4L8fjz2yH7,1,How many chairs and tables are in the dining area?,"['6', '8', '5', '7']",How many chairs and tables are in the dining area? A) 6 B) 8 C) 5 D) 7. Answer:,A,Counting,
00096-6HRFAUDqpTb,1,How many bins are in the kitchen?,"['1', '2', '3', '0']",How many bins are in the kitchen? A) 1 B) 2 C) 3 D) 0. Answer:,A,Counting,
00378-DqJKU7YU7dA,1,How many cabinets are in the kitchen and the bathroom?,"['3', '5', '4', '2']",How many cabinets are in the kitchen and the bathroom? A) 3 B) 5 C) 4 D) 2. Answer:,A,Counting,
00516-ytXtEYghmvL,1,How many sinks are in the kitchen and bathroom?,"['1', '2', '0', '3']",How many sinks are in the kitchen and bathroom? A) 1 B) 2 C) 0 D) 3. Answer:,A,Counting,
00444-sX9xad6ULKc,1,How many pillows are in the living room?,"['10', '15', '20', '5']",How many pillows are in the living room? A) 10 B) 15 C) 20 D) 5. Answer:,C,Counting,
00172-bB6nKqfsb1z,1,How many doors are in the kitchen and the living room?,"['1', '3', '2', '4']",How many doors are in the kitchen and the living room? A) 1 B) 3 C) 2 D) 4. Answer:,C,Counting,
00217-qz3829g1Lzf,2,How many pillows and curtains are in the living room?,"['4 and 1', '3 and 2', '2 and 0', '1 and 3']",How many pillows and curtains are in the living room? A) 4 and 1 B) 3 and 2 C) 2 and 0 D) 1 and 3. Answer:,A,Counting,
00059-kJxT5qssH4H,1,How many windows are in the living room and the kitchen?,"['3', '4', '5', '2']",How many windows are in the living room and the kitchen? A) 3 B) 4 C) 5 D) 2. Answer:,B,Counting,
00238-j6fHrce9pHR,1,How many pictures are in the living room?,"['50', '42', '38', '45']",How many pictures are in the living room? A) 50 B) 42 C) 38 D) 45. Answer:,A,Counting,
00464-NfkadBDgBJV,2,How many pictures and books are in the living room?,"['2 pictures and 1 book', '4 pictures and 1 book', '3 pictures and 1 book', '1 picture and 2 books']",How many pictures and books are in the living room? A) 2 pictures and 1 book B) 4 pictures and 1 book C) 3 pictures and 1 book D) 1 picture and 2 books. Answer:,A,Counting,
00463-URjpCob8MGw,1,How many radiators are in the living room?,"['10', '8', '12', '6']",How many radiators are in the living room? A) 10 B) 8 C) 12 D) 6. Answer:,B,Counting,
00256-92vYG1q49FY,1,How many chairs are in the living room and dining room?,"['6', '4', '5', '7']",How many chairs are in the living room and dining room? A) 6 B) 4 C) 5 D) 7. Answer:,A,Counting,
00238-j6fHrce9pHR,1,How many pillows and chairs are in the living room?,"['2 pillows and 5 chairs', '3 pillows and 2 chairs', '4 pillows and 3 chairs', '1 pillow and 4 chairs']",How many pillows and chairs are in the living room? A) 2 pillows and 5 chairs B) 3 pillows and 2 chairs C) 4 pillows and 3 chairs D) 1 pillow and 4 chairs. Answer:,B,Counting,
00081-5biL7VEkByM,1,How many books are in the study and the desk?,"['10', '15', '8', '6']",How many books are in the study and the desk? A) 10 B) 15 C) 8 D) 6. Answer:,B,Counting,
00414-77mMEyxhs44,2,How many cabinets and pictures are in the living room?,"['5 and 3', '4 and 6', '3 and 5', '2 and 7']",How many cabinets and pictures are in the living room? A) 5 and 3 B) 4 and 6 C) 3 and 5 D) 2 and 7. Answer:,B,Counting,
00034-6imZUJGRUq4,1,How many toys are in the living room and the playroom?,"['1', '2', '3', '4']",How many toys are in the living room and the playroom? A) 1 B) 2 C) 3 D) 4. Answer:,B,Counting,
00386-b3WpMbPFB6q,1,How many doors and ventilation systems are in the garage?,"['2', '3', '4', '5']",How many doors and ventilation systems are in the garage? A) 2 B) 3 C) 4 D) 5. Answer:,B,Counting,
00245-741Fdj7NLF9,1,How many pillows and curtains are in the living room?,"['5', '2', '3', '4']",How many pillows and curtains are in the living room? A) 5 B) 2 C) 3 D) 4. Answer:,A,Counting,
00105-xWvSkKiWQpC,1,How many chairs are in the living room?,"['5', '8', '6', '10']",How many chairs are in the living room? A) 5 B) 8 C) 6 D) 10. Answer:,B,Counting,
00081-5biL7VEkByM,2,How many books are in the study?,"['20', '25', '30', '35']",How many books are in the study? A) 20 B) 25 C) 30 D) 35. Answer:,A,Counting,
00064-gQgtJ9Stk5s,1,How many pictures are in the living room and the kitchen?,"['4', '5', '3', '6']",How many pictures are in the living room and the kitchen? A) 4 B) 5 C) 3 D) 6. Answer:,B,Counting,
00422-8wJuSPJ9FXG,2,How many pictures and mirrors are in the living room?,"['2', '3', '4', '5']",How many pictures and mirrors are in the living room? A) 2 B) 3 C) 4 D) 5. Answer:,A,Counting,
00234-nACV8wLu1u5,1,How many shower and bathtub objects are in the bathroom?,"['0', '2', '3', '1']",How many shower and bathtub objects are in the bathroom? A) 0 B) 2 C) 3 D) 1. Answer:,B,Counting,
00384-ceJTwFNjqCt,1,How many clocks are in the living room and the kitchen?,"['4', '1', '3', '2']",How many clocks are in the living room and the kitchen? A) 4 B) 1 C) 3 D) 2. Answer:,D,Counting,
00282-8nSVqHLMRwQ,1,How many chairs are in the living room?,"['15', '10', '12', '20']",How many chairs are in the living room? A) 15 B) 10 C) 12 D) 20. Answer:,A,Counting,
00256-92vYG1q49FY,1,How many books and pictures are in the living room?,"['8', '9', '10', '11']",How many books and pictures are in the living room? A) 8 B) 9 C) 10 D) 11. Answer:,B,Counting,
00294-PPTLa8SkUfo,1,How many towels and rugs are in the bathroom?,"['5', '6', '4', '7']",How many towels and rugs are in the bathroom? A) 5 B) 6 C) 4 D) 7. Answer:,B,Counting,
00173-qZ4B7U6XE5Y,1,How many jars and boxes are in the kitchen?,"['5', '6', '7', '8']",How many jars and boxes are in the kitchen? A) 5 B) 6 C) 7 D) 8. Answer:,A,Counting,
00006-HkseAnWCgqk,1,How many bathroom accessories are in the bathroom?,"['1', '2', '3', '4']",How many bathroom accessories are in the bathroom? A) 1 B) 2 C) 3 D) 4. Answer:,B,Counting,
00466-xAHnY3QzFUN,1,How many bowls are in the kitchen?,"['1', '2', '0', '3']",How many bowls are in the kitchen? A) 1 B) 2 C) 0 D) 3. Answer:,A,Counting,
00484-fc7RfUCN5mY,1,How many beds and tables are in the living room?,"['1 bed and 3 tables', '2 beds and 2 tables', '1 bed and 2 tables', '3 beds and 1 table']",How many beds and tables are in the living room? A) 1 bed and 3 tables B) 2 beds and 2 tables C) 1 bed and 2 tables D) 3 beds and 1 table. Answer:,C,Counting,
00386-b3WpMbPFB6q,1,How many boxes are in the living room and the kitchen?,"['1', '3', '2', '0']",How many boxes are in the living room and the kitchen? A) 1 B) 3 C) 2 D) 0. Answer:,B,Counting,
00143-5Kw4nGdqYtS,2,How many clutter are in the garage?,"['1', '2', '3', '4']",How many clutter are in the garage? A) 1 B) 2 C) 3 D) 4. Answer:,A,Counting,
00434-L5QEsaVqwrY,1,How many kitchen cabinets are in the kitchen area and the dining area?,"['2', '3', '5', '1']",How many kitchen cabinets are in the kitchen area and the dining area? A) 2 B) 3 C) 5 D) 1. Answer:,A,Counting,
00402-zR6kPe1PsyS,1,How many windows and doors are in the living room?,"['8', '7', '5', '9']",How many windows and doors are in the living room? A) 8 B) 7 C) 5 D) 9. Answer:,A,Counting,
00256-92vYG1q49FY,1,How many bottles and kitchen cabinets are in the kitchen and dining area?,"['1 bottle and 1 kitchen cabinet', '2 bottles and 2 kitchen cabinets', '1 bottle and 2 kitchen cabinets', '2 bottles and 1 kitchen cabinet']",How many bottles and kitchen cabinets are in the kitchen and dining area? A) 1 bottle and 1 kitchen cabinet B) 2 bottles and 2 kitchen cabinets C) 1 bottle and 2 kitchen cabinets D) 2 bottles and 1 kitchen cabinet. Answer:,C,Counting,
00105-xWvSkKiWQpC,1,How many pictures are in the living room?,"['1', '2', '3', '4']",How many pictures are in the living room? A) 1 B) 2 C) 3 D) 4. Answer:,B,Counting,
00096-6HRFAUDqpTb,1,How many pillows and blankets are in the bedroom?,"['4', '3', '2', '5']",How many pillows and blankets are in the bedroom? A) 4 B) 3 C) 2 D) 5. Answer:,A,Counting,
00000-kfPV7w3FaU5,1,How many tables and chairs are in the dining area?,"['1', '2', '3', '0']",How many tables and chairs are in the dining area? A) 1 B) 2 C) 3 D) 0. Answer:,A,Counting,
00261-fK2vEV32Lag,2,How many pillows are in the living room and the guest bedroom?,"['3', '1', '5', '2']",How many pillows are in the living room and the guest bedroom? A) 3 B) 1 C) 5 D) 2. Answer:,A,Counting,
00168-bHKTDQFJxTw,2,How many toilets are in the bathroom?,"['6', '5', '8', '7']",How many toilets are in the bathroom? A) 6 B) 5 C) 8 D) 7. Answer:,D,Counting,
